canonical_note,note_ko,translated_at,model
cedar and melilotus,시더와 멜리로투스,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
star anise and wild mint,스타 아니스와 야생 민트,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
sainfoin,산포인,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
new-mown-hay and clary sage,갓 베어낸 건초와 클라리 세이지,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
dry hay,마른 건초,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
cockle and ivy,코클과 아이비,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
wild grass,야생 풀,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
wild muguet,야생 은방울꽃,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
muguet des bois,숲의 은방울꽃,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
white carnation,화이트 카네이션,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
carnation absolute,카네이션 앱솔루트,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
white orchid,화이트 오키드,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
spicy clove,스파이시 클로브,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
grass cutting,갓 깎은 풀,2026-09-24T03:34:21.892192+00:00,gpt-5.6-luna
carnation from india,인도산 카네이션,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
wild fennel,야생 회향,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
green shoots,푸른 새순,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
wild clover,야생 클로버,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
humus,부식토,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
roasted chestnut leather,구운 밤 가죽,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
aromatic tobacco leaves,아로마틱 담뱃잎,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
cocoa roasted almonds,코코아와 구운 아몬드,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
old oak,오래된 오크,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
morning dew,아침 이슬,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
citrus fruit,시트러스 프루트,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
alcohol,알코올,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
mandarine leafs,만다린 잎,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
tamarine,타마린,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
grapefruit tree,자몽나무,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
eglantine,들장미,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
daim,스웨이드,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
warm myrrh,따뜻한 몰약,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
fresh chili pepper,신선한 칠리 페퍼,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
herbaceous clove,허브 클로브,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
sweet tobacco,스위트 타바코,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
summer rose of isparta,이스파르타 여름 장미,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
whiskey and spicy notes,위스키와 스파이시 노트,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
curry leaves,카레 잎,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
celery seeds,셀러리 씨앗,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
golden stone,황금석,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
styrax gum,스티락스 검,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
tiara,티아레,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
peach flower,복숭아꽃,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
powdery musks,파우더리 머스크,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
limoncello,리몬첼로,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
black violet,블랙 바이올렛,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
accord cuir,가죽 어코드,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
cristal rose,크리스탈 로즈,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
pink freesia,핑크 프리지아,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
fresh jasmine,프레시 자스민,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
moroccan cedrat,모로칸 시트론,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
green lime essence,그린 라임 에센스,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
neroli essence,네롤리 에센스,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
soft black pepper,부드러운 블랙 페퍼,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
candied mandarin,캔디드 만다린,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
caoutchouc,고무,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
chinese white tea,중국 백차,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
chinese rose,중국 장미,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
damascus steel,다마스쿠스 스틸,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
rare,레어,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
natural vintage ouds,내추럴 빈티지 우드,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
aged patchouli,숙성 패출리,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
argarwood,아가우드,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
mediterranean cypress,지중해 사이프러스,2026-09-24T03:34:35.060228+00:00,gpt-5.6-luna
madagascar pepper,마다가스카르 페퍼,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
safraleine,사프랄린,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
red cherry accord,레드 체리 어코드,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
turpentine,테레빈유,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
georgian wood,조지안 우드,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
moss and vetiver,이끼와 베티버,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
tobacco dust absolute,타바코 더스트 앱솔루트,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
roasted organic tonka bean,로스티드 유기농 통카빈,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
copahu,코파이바,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
chilli,칠리,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
morrocan rose,모로코 장미,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
tiger oud,타이거 오드,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
white incense,화이트 인센스,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
birch wood,버치 우드,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
cistus oil,시스투스 오일,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
guaiacwood aka gaiac wood or saint wood,구아이악우드 또는 세인트 우드,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
vetiver and cedar,베티버와 시더,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
powdery notes and benzoin,파우더리 노트와 벤조인,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
lemon and pepper,레몬과 페퍼,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
wine sediment,와인 침전물,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
oman frankincense,오만 유향,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
menthol,멘톨,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
violet flowers and leaves,바이올렛 꽃과 잎,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
tokaji wine,토카이 와인,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
magnolia champaca,매그놀리아 참파카,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
sandalwood and marron glac,샌달우드와 마롱 글라세,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
indian spices,인디언 스파이스,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
and black suede,블랙 스웨이드,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
hedione and guaiacwood,헤디온과 구아이악우드,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
pink pepper and freesia,핑크 페퍼와 프리지아,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
laos oud and musk,라오스 오드와 머스크,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
bulgaria,불가리아,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
extract of bulgarian rose,불가리아 장미 추출물,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
cambodi oud,캄보디아 오드,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
omani incense,오만 인센스,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
fog caked needle,안개에 뒤덮인 침엽,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
hemlock,헴록,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
dittany of crete oregano,크레타 딧타니 오레가노,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
whiskey lactone,위스키 락톤,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
peru resin,페루 레진,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
palm leaves,야자나무 잎,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
virgina cedar,버지니아 시더,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
finnish labrador tea,핀란드 래브라도 티,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
twinflower linnea borealis,트윈플라워 린네아 보레알리스,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
thyme flower,타임 플라워,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
rice bran,쌀겨,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
bird pepper,버드 페퍼,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
iris wood,아이리스 우드,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
white wood,화이트 우드,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
eau de brouts,오 드 브루,2026-09-24T03:34:47.255750+00:00,gpt-5.6-luna
ylang comores,코모로 일랑일랑,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
fresh,프레시,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
mossy,모시,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
clove bud madagascar,마다가스카르 클로브 버드,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
lime peel from mexico,멕시코 라임 필,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
cardamom guatemala,과테말라 카다멈,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
elemi philippines,필리핀 엘레미,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
labdanum spain,스페인 라브다넘,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
frankincense somalia,소말리아 프랑킨센스,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
coffee co2 extract,커피 CO2 추출물,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
australian fire tree,오스트레일리아 파이어 트리,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
rooibos tincture,루이보스 팅크처,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
macis,메이스,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
tonka bean venezuela,베네수엘라 통카 빈,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
osmanthus flower,오스만투스 플라워,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
jasmine abolute,자스민 앱솔루트,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
bay rum,베이 럼,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
exotic sandalwoods. click here for directions,엑조틱 샌달우드,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
ember,엠버,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
sand accord,샌드 어코드,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
coal accord,콜 어코드,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
patchouli and leather,패출리 앤 레더,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
granny smith apple,그래니 스미스 애플,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
papyrus cypriol,파피루스 시프리올,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
dark rum,다크 럼,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
camomille from marocco,모로코 카모마일,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
rose crystal,로즈 크리스털,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
banana flower and star fruit accords,바나나 플라워 앤 스타 프루트 어코드,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
fair-trade ylang-ylang from madagascar,공정무역 마다가스카르 일랑일랑,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
indole,인돌,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
pink and black pepper,핑크 앤 블랙 페퍼,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
rose cinnamon,로즈 시나몬,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
maroc jasmine absolute,모로코 자스민 앱솔루트,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
flower cassis,플라워 카시스,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
effects of rum and wine,럼 앤 와인 이펙트,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
co2 blackcurrant,CO2 블랙커런트,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
russian coriander seed,러시아 코리앤더 시드,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
vetiverm,베티버,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
cedar notes,시더 노트,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
lily of the valley muguet,뮤게,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
patchouly penang,페낭 패출리,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
fresh orange,프레시 오렌지,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
red fruit cocktail,레드 프루트 칵테일,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
purple lilac,퍼플 라일락,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
thornbush flower,쏜부시 플라워,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
red seaweed,레드 씨위드,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
cypriol nagarmotha,시프리올 나가르모타,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
persian almond,페르시안 아몬드,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
tiare flower,티아레 플라워,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
tropical orchid,트로피컬 오키드,2026-09-24T03:34:59.151484+00:00,gpt-5.6-luna
white fig,화이트 피그,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
oriental amber,오리엔탈 앰버,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
peruvian pepper,페루산 페퍼,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
amber and cistus labdanum,앰버 & 시스투스 라브다넘,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
vanilla and patchouli,바닐라 & 패출리,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
copahu balm,코파이바 발삼,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
agar oud,아가르 우드,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
cipriol,시프리올,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
blond burley tobacco,블론드 벌리 담배,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
fleur d immortelle,이모르텔 플라워,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
pimento berry oil,피멘토 베리 오일,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
kiwi,키위,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
liqueur accord,리큐어 어코드,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
carnation and violet,카네이션 & 바이올렛,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
jasmine and rose absolutes,자스민 & 로즈 앱솔루트,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
violet accord,바이올렛 어코드,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
resinous elemi,레지너스 엘레미,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
damp oakmoss,댐프 오크모스,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
californian orange,캘리포니아 오렌지,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
musky amber,머스크 앰버,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
black currant leaves,블랙커런트 잎,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
solar wood,솔라 우드,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
chinese ginger,차이니즈 진저,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
velvet oud,벨벳 우드,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
indian papyrus,인디언 파피루스,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
laotian benjoin,라오티안 벤조인,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
and vegetal amber,베지탈 앰버,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
arabian agarwood,아라비안 아가우드,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
musk cocktail,머스크 칵테일,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
iris cedre,아이리스 세드르,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
royal gardenia,로열 가드니아,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
tunisian orange flower,튀니지안 오렌지 플라워,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
haitian vetyver root,아이티안 베티버 루트,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
yugoslavian tree moss,유고슬라비안 트리 모스,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
madagascan black pepper,마다가스칸 블랙 페퍼,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
bourbon geranium leaves,버번 제라늄 잎,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
canadian fir balsam,캐나디안 퍼 발삼,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
tonka haricot,톤카 하리코,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
moroccan mimosa,모로칸 미모사,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
dandelion accord,댄델리온 어코드,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
star jasmine,스타 자스민,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
mandarin zest,만다린 제스트,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
white musk,화이트 머스크,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
green clementine,그린 클레멘타인,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
costus and leather accord,코스투스 & 레더 어코드,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
and pineapple,파인애플,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
and cashmere musk,캐시미어 머스크,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
and juniper berry,주니퍼 베리,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
sambac oil,삼박 오일,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
jasmine hedione,자스민 헤디온,2026-09-24T03:35:12.702972+00:00,gpt-5.6-luna
pimento oil,피멘토 오일,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
vetiver oil,베티버 오일,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
purple violet,퍼플 바이올렛,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
erogen musk,에로젠 머스크,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
mirabelle,미라벨,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
and cardamom,카다멈,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
tonka seeds,통카 씨드,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
tagete oil,타게테 오일,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
bunch of flowers,꽃다발,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
davana sensualis,다바나 센수알리스,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
corsica peach,코르시카 피치,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
hawaiian pineapple,하와이안 파인애플,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
rose of morocco,모로코 로즈,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
mat essence,마테 에센스,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
valeriane,발레리안,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
oud loas,라오스 오드,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
caramel accord,카라멜 어코드,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
jasmine garndiflorum,자스민 그란디플로룸,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
crystal musks,크리스탈 머스크,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
a blend of spanish saffron with a touch of iranian saffron,스페인 사프란과 이란 사프란을 블렌딩한 향,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
bois de cade,부아 드 카데,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
a blend of thai pratchin oud with oud laos udomsai,태국 프라친 오드와 라오스 우돔사이 오드를 블렌딩한 향,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
cedar atlas,아틀라스 시더,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
santalwood,샌탈우드,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
haiti vetyver,아이티 베티버,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
indian nagarmotha,인디언 나가모타,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
lavendar,라벤더,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
grapefuit,그레이프프루트,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
calabrian jasmine,칼라브리아 자스민,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
rice note,라이스 노트,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
jungle essence cardamom,정글 에센스 카다멈,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
french may rose,프렌치 메이 로즈,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
pink pepper essence,핑크 페퍼 에센스,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
tuscan iris,토스카나 아이리스,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
vetiver and amber,베티버와 앰버,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
lemon tree,레몬 트리,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
green apple amber,그린 애플 앰버,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
turkish rose essence,터키시 로즈 에센스,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
pink pepperberry and black peppercorn,핑크 페퍼베리와 블랙 페퍼콘,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
tonka and orris root,통카와 오리스 루트,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
redwood,레드우드,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
kola nut,콜라 너트,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
vetiver cedar,베티버 시더,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
marine pine,마린 파인,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
fig and apple,무화과와 애플,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
damson,댐슨,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
essence of vetiver,베티버 에센스,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
juniper berry and grapefruit,주니퍼 베리와 그레이프프루트,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
geranium flower,제라늄 플라워,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
itasca red pine pinus resinosa,이타스카 레드 파인 피누스 레지노사,2026-09-24T03:35:25.410687+00:00,gpt-5.6-luna
java vetiver and texan cedar,자바 베티버와 텍산 시더,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
partak incense,파르탁 인센스,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
ethiopian myrrh,에티오피아 몰약,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
amber and canadian fir balsam,앰버와 캐나다 전나무 발삼,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
mandarin orange and red berries,만다린 오렌지와 레드 베리,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
cinnamon and jasmine,시나몬과 자스민,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
tonka bean and patchouli,통카빈과 패출리,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
schinus molle peruvian pepper,시누스 몰레 페루비안 페퍼,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
marijuana acccord,마리화나 어코드,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
costus ginger,코스투스 진저,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
henna and cypres,헤나와 사이프러스,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
black cumin,블랙 커민,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
bitter orange peel,비터 오렌지 필,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
doum palm,둠 팜,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
smoked ebony,스모크드 에보니,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
red sandalwood,레드 샌달우드,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
angelica roots,안젤리카 루트,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
siam benzoin resinoid,시암 벤조인 레지노이드,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
kampot pepper,캄폿 페퍼,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
ceylonese cardamom,실론 카다멈,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
burmese tanakha,버마 타나카,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
laotian honey,라오스 허니,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
orange brandy,오렌지 브랜디,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
orris wood,오리스 우드,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
benjamin aka benzoin,벤자민(벤조인),2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
a resinous balsam,레지너스 발삼,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
litchee aka lychee,리치,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
orchid sap,오키드 샙,2026-09-24T03:35:36.175155+00:00,gpt-5.6-luna
